ticker,source_names,source_types,seed_hits,etf_hits,name,rating,market weight,sector_key,industry_key,symbol,Name,Holding Percent,seed,source_count,source_type_count,sources,is_active,is_reserve,is_hard_exclusion,candidate_status,ytd return,growth estimate,last price,target price,marketCap,averageDailyVolume3Month,regularMarketPrice,fiftyDayAverageChangePercent,twoHundredDayAverageChangePercent,regularMarketChangePercent,sector,industry,priority_score,profile,recent_score,recent_r63,recent_r126,recent_r252,scan_algo_fit,scan_algo_compat_score,scan_algo_compat_score_v2,scan_latest_rank_if_added,scan_days_top15_if_added,scan_days_top5_if_added,scan_top5_share,scan_rel_recent_score,scan_rr_score,scan_breakout252_component,scan_trend200_component,scan_dist_sma220,scan_dd60,scan_r21,scan_entry_heat_flag,scan_pullback_quality,scan_candidate_track,recommendation,full_delta_roi_pct,oos_delta_roi_pct,full_delta_sharpe,oos_delta_sharpe,full_delta_maxdd_pct,oos_delta_maxdd_pct,backtestable_now,recommendation_rank,source_profiles,profile_count,high_fit_profile_count,positive_profile_count,dynamic_conviction_score,dynamic_status,dynamic_status_rank,exchange,fullExchangeName,broker_tradeable,broker_min_market_cap,add_wf_available,add_mean_delta_roi_2017_2025,add_mean_delta_sharpe_2017_2025,add_mean_delta_maxdd_2017_2025,add_roi_wins_2017_2025,add_sharpe_wins_2017_2025,add_maxdd_wins_2017_2025,add_delta_roi_2026_ytd,add_delta_sharpe_2026_ytd,add_delta_maxdd_2026_ytd,promotion_score,promotion_stage,promotion_stage_rank,as_of
FIX,{'BE'},seed_peer,BE,,"Comfort Systems USA, Inc.",Buy,0.0075230584,industrials,electrical-equipment-parts,,,,,1,1,BE,0,0,0,new,,,,,49674547200.0,,,,,,,,12.0,targeted_current,1.7009422052906589,0.5184883313562474,0.6985963735901901,3.294514973958333,high,9.35,9.976582389904214,6.0,814.0,115.0,0.1412776412776412,1.4776325379532496,2.9009191191969084,0.896157799694995,0.3418501146826278,0.5819510835582058,-0.0363447701067517,-0.0092213701474687,0.0,0.0,persistent_leader,watch,43235.97982181666,1496.9037131262116,,,55.07769624097485,71.1891249706593,1.0,2,targeted_current,1,1,1,18.5812,watch,3,NYQ,NYQ,True,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1897.7108,targeted_integration,3,2026-04-06
TER,"{'SNDK', 'LITE', 'WDC'}",seed_peer,LITE|SNDK|WDC,,"Teradyne, Inc.",Buy,0.0022607995,technology,computer-hardware,,,,,3,1,LITE|SNDK|WDC,0,0,0,new,,,,,50119823360.0,,,,,,,,24.0,targeted_current,1.6966309393696526,0.5995556378214901,1.1939483848086812,2.7478511447047054,high,8.932,9.951611691511134,6.0,330.0,48.0,0.1454545454545454,1.5094070968645723,2.467622902449437,0.7232198382896748,0.4673754051379724,0.7901337902292751,-0.0968730565986137,0.0144494527134546,0.0,1.0,persistent_leader,watch,42730.96774317085,1496.9037131262116,,,55.12367134541643,71.1891249706593,1.0,2,targeted_current,1,1,1,18.6983,watch,3,NMS,NMS,True,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1877.6274,targeted_integration,3,2026-04-06
STX,"{'SNDK', 'LITE', 'WDC'}",industry_top_growth|industry_top_performing|seed_peer,LITE|SNDK|WDC,,Seagate Technology Holdings plc,Buy,0.0044863825,technology,computer-hardware,,,,,3,3,LITE|SNDK|WDC,0,0,0,new,0.5591,4.829457364341085,429.36,483.065,90510729216.0,,,,,,,,26.5,targeted_current,2.012012070739859,0.5590978703410248,0.6717021938697973,4.078779047809338,high,10.5,10.237490589809235,5.0,242.0,50.0,0.2066115702479339,1.743443736878509,2.386333286078019,0.8898907437938461,0.4157409554749947,0.708254807653572,-0.0385382396721538,0.1449293996709724,1.0,0.0,persistent_leader,watch,37415.6264134357,1587.2721676499834,,,55.15339786864028,71.1891249706593,1.0,2,targeted_current,1,1,1,19.5459,watch,3,NMS,NMS,True,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1674.0982,targeted_integration,3,2026-04-06
CIEN,"{'SNDK', 'LITE', 'WDC'}",seed_peer,LITE|SNDK|WDC,,Ciena Corporation,Buy,0.002954385,technology,computer-hardware,,,,,3,1,LITE|SNDK|WDC,0,0,0,new,,,,,57758113792.0,,,,,,,,24.0,targeted_current,3.4737712550712767,0.9145680040796236,1.9512259831469436,6.275918152491436,high,11.0,11.28022034120722,4.0,361.0,168.0,0.4653739612188365,3.0907610526122475,4.23370035006777,1.0,0.8580772999806362,1.419385755030345,0.0,0.3033329229382935,1.0,0.0,persistent_leader,watch,35247.81841587548,1496.9037131262116,,,55.54900170207407,71.1891249706593,1.0,2,targeted_current,1,1,1,21.8712,watch,3,NYQ,NYQ,True,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1580.6743,targeted_integration,3,2026-04-06
KEYS,"{'SNDK', 'LITE', 'WDC'}",seed_peer,LITE|SNDK|WDC,,"Keysight Technologies, Inc.",Buy,0.0023299018,technology,computer-hardware,,,,,3,1,LITE|SNDK|WDC,0,0,0,new,,,,,49589215232.0,,,,,,,,24.0,targeted_current,0.7360988184331737,0.433338189551721,0.6824955515033917,0.941082399803682,medium,5.923,7.357229130727212,16.0,213.0,47.0,0.2206572769953051,0.6481490723731501,1.2759232153056634,0.7990779332124693,0.3073751563407108,0.4870805317490114,-0.0703227233756357,-0.0321680937173161,0.0,1.0,fringe,watch,36408.776826859365,1496.9037131262116,,,55.15339786864028,71.1891249706593,1.0,2,targeted_current,1,0,1,13.3904,watch,3,NYQ,NYQ,True,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1619.4318,watch_queue,2,2026-04-06
GLW,"{'SNDK', 'LITE', 'WDC'}",seed_peer,LITE|SNDK|WDC,,Corning Incorporated,Buy,0.0059265927,technology,computer-hardware,,,,,3,1,LITE|SNDK|WDC,0,0,0,new,,,,,112481280000.0,,,,,,,,24.0,targeted_current,1.3489628144188948,0.6893558964521398,0.7795956843255507,2.248133403495616,medium,6.783,8.135196652015832,7.0,46.0,0.0,0.0,1.188176042962178,1.8893270300748968,0.7772059896534642,0.4411217637062543,0.7309731771168657,-0.0779779036212875,0.0212648571453253,0.0,1.0,emerging_leader,watch,35404.0002338469,1496.9037131262116,,,55.15339786864028,71.1891249706593,1.0,2,targeted_current,1,0,1,15.019,watch,3,NYQ,NYQ,True,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1580.8694,watch_queue,2,2026-04-06
GEV,"{'XLI', 'BE'}",etf_holding|seed_peer,BE,XLI,GE Vernova Inc.,Strong Buy,0.036691997,industrials,electrical-equipment-parts,GEV,GE Vernova Inc,0.0436343,BE,2,2,BE|XLI,0,0,0,new,,,,,239603073024.0,,,,,,,,20.0,targeted_current,1.0066691795546154,0.3748642031525506,0.4824217951534775,1.846819052156785,medium,7.8695,8.614365410221245,9.0,153.0,7.0,0.0457516339869281,0.8643114677026722,2.19361517504162,0.922299240620948,0.2432237197695809,0.4003717852589816,-0.0271952657826681,0.0681112918119868,0.0,0.0,persistent_leader,,,,,,,,,0,targeted_current,1,0,0,12.9748,review,2,NYQ,NYQ,True,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9748,watch_queue,2,2026-04-06
DELL,"{'SNDK', 'LITE', 'WDC'}",industry_top_performing|seed_peer,LITE|SNDK|WDC,,Dell Technologies Inc.,Buy,0.005389636,technology,computer-hardware,,,,,3,2,LITE|SNDK|WDC,0,0,0,new,0.3852,,174.37,170.542,109105217536.0,,,,,,,,26.5,targeted_current,0.501482580337723,0.3852081261659934,0.1649519217634301,0.8961504659978805,low,5.706,6.532098475562269,25.0,270.0,34.0,0.1259259259259259,0.4117659077668495,0.7540381108520653,0.850318698868434,0.198468883858805,0.3171544509818751,-0.052388455396048,0.1853840100759869,0.0,0.0,fringe,watch,36510.65230594267,1496.9037131262116,,,55.12367134541643,71.1891249706593,1.0,2,targeted_current,1,0,1,11.5964,review,2,NYQ,NYQ,True,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1621.7129,review_queue,1,2026-04-06
CSCO,"{'SNDK', 'LITE', 'WDC'}",seed_peer,LITE|SNDK|WDC,,"Cisco Systems, Inc.",Buy,0.014562366,technology,computer-hardware,,,,,3,1,LITE|SNDK|WDC,0,0,0,new,,,,,311484547072.0,,,,,,,,24.0,targeted_current,0.1763758156656428,0.0258340632909939,0.1493817693536931,0.2786407381649169,weak,2.1,3.50317378304834,82.0,0.0,0.0,0.0,0.1194069443672976,0.4948538385906822,0.7445098526524336,0.0524464524281319,0.090971345691275,-0.0894215515716482,-0.022876295791814,0.0,1.0,fringe,watch,36510.65230594267,1496.9037131262116,,,55.12367134541643,71.1891249706593,1.0,2,targeted_current,1,0,1,7.4541,review,2,NMS,NMS,True,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617.5706,review_queue,1,2026-04-06
MPWR,"{'SNDK', 'LITE', 'WDC'}",seed_peer,LITE|SNDK|WDC,,"Monolithic Power Systems, Inc.",Strong Buy,0.0025624197,technology,computer-hardware,,,,,3,1,LITE|SNDK|WDC,0,0,0,new,,,,,52868157440.0,,,,,,,,24.0,targeted_current,0.5047112365986377,0.2340460835774107,0.221232266803611,0.9235227829042776,low,4.558,5.80533321627475,27.0,196.0,0.0,0.0,0.4126414007180367,1.0159972201630276,0.7368632413549574,0.1233587857696269,0.2147644324850914,-0.0920978655257649,0.017715756180155,0.0,1.0,fringe,,,,,,,,,0,targeted_current,1,0,0,8.1198,review,2,NMS,NMS,True,1000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1198,review_queue,1,2026-04-06
